field,x,y,farmer,year,prev_year,yld,prev_yld,aa_n,prev_aa_n,aspect_rad,slope,elev,tpi,prec_cy,prec_py,gdd_cy,gdd_py,veg_cy,veg_py,veg_2py,X,Y,pro,NR
minnie,537285.210925068,5306049.65512763,wood,2018,2016,74.12,33.03,94.8129,21.06,1.67172,1,845.658,0.492806,118,489,37.25,2104.75,,,,537285.210925068,5306049.65512763,11.8594427618117,306.361656296318
minnie,537385.210925068,5305759.65512763,wood,2018,2016,53.99,39.88,97.4574,36.72,3.93506,1,844.13,0.502775,118,484,38,2107.5,,,,537385.210925068,5305759.65512763,11.8531197274133,187.410347306085
minnie,537385.210925068,5305769.65512763,wood,2018,2016,49.38,35.25,97.4574,36.72,4.0894,1,844.223,0.495905,118,484,38,2107.5,,,,537385.210925068,5305769.65512763,11.8496175527466,160.470805874743
minnie,537335.210925068,5305879.65512763,wood,2018,2016,51.28,27.42,96.2918,0,2.15755,0.801525,844.781,0.507715,118,484,38,2107.5,,,,537335.210925068,5305879.65512763,11.8079793007267,171.398765105781
minnie,537335.210925068,5305889.65512763,wood,2018,2016,52.5,20.71,96.2918,0,1.87211,0,844.848,0.540952,118,484,38,2107.5,,,,537335.210925068,5305889.65512763,11.8144477750628,178.614896233783
minnie,537335.210925068,5305859.65512763,wood,2018,2016,66.31,30.72,96.2918,68.8991,1.85693,1,844.661,0.48199,118,484,38,2107.5,,,,537335.210925068,5305859.65512763,11.8038930396065,258.682234075037
minnie,537245.210925068,5305939.65512763,wood,2018,2016,63.15,,96.4947,50.2308,1.27678,1,846.76,0.525081,118,489,37.25,2104.75,,,,537245.210925068,5305939.65512763,11.8411837405065,241.059667841788
minnie,537245.210925068,5305949.65512763,wood,2018,2016,57.88,,96.4119,50.2308,1.38303,0.803982,846.721,0.50308,118,489,37.25,2104.75,,,,537245.210925068,5305949.65512763,11.8480469294192,210.545415003793
minnie,537245.210925068,5306029.65512763,wood,2018,2016,64.65,,93.9361,50.9274,1.58322,1,846.61,0.523413,118,489,37.25,2104.75,,,,537245.210925068,5306029.65512763,11.8534098878622,251.458652973163
minnie,537455.210925068,5306069.65512763,wood,2018,2016,70.31,,95.0714,91.8362,5.38635,1.14263,844.878,0.532893,118,489,37.25,2104.75,,,,537455.210925068,5306069.65512763,11.9479102934889,286.231577192758
minnie,537455.210925068,5306079.65512763,wood,2018,2016,69.56,,99.0063,91.8362,5.34933,1.74361,844.73,0.486972,118,489,37.25,2104.75,,,,537455.210925068,5306079.65512763,11.9392948216686,279.505580077843
minnie,537455.210925068,5306039.65512763,wood,2018,2016,74.95,,95.0714,91.7762,1.2984,1.06353,844.995,0.419935,118,489,37.25,2104.75,,,,537455.210925068,5306039.65512763,11.9315147810699,313.002811079911
minnie,537675.210925068,5305929.65512763,wood,2018,2016,20.01,,104.65,51.2509,1.59846,1,845.361,0.581582,116,468,39.75,2127,,,,537675.210925068,5305929.65512763,12.1620060139092,-12.377287324562
minnie,537675.210925068,5305939.65512763,wood,2018,2016,53.87,,97.1226,91.2843,1.86422,1,845.234,0.537923,116,468,39.75,2127,,,,537675.210925068,5305939.65512763,12.1661991522511,192.853938757559
minnie,537655.210925068,5305889.65512763,wood,2018,2016,49.5,,97.3838,101.051,3.82717,2,844.609,0.520245,116,468,39.75,2127,,,,537655.210925068,5305889.65512763,12.1340506895324,166.199880842648
minnie,537665.210925068,5305889.65512763,wood,2018,2016,49.85,,0,101.051,3.00352,1.19812,844.725,0.534165,116,468,39.75,2127,,,,537665.210925068,5305889.65512763,12.1500695248826,220.873829298032
minnie,537535.210925068,5305999.65512763,wood,2018,2016,53.19,,89.5307,101.323,0.524373,1.40424,845.005,0.412649,107,443,41,2149.25,,,,537535.210925068,5305999.65512763,12.0136168767954,190.054189880755
minnie,537535.210925068,5306009.65512763,wood,2018,2016,51.43,,91.1219,101.323,0.637023,2,844.808,0.410829,107,443,41,2149.25,,,,537535.210925068,5306009.65512763,12.0271677894391,179.083352720365
minnie,537255.210925068,5305599.65512763,wood,2018,2016,9.16,6.64,92.0626,50.6866,4.57983,4.91573,848.424,1.83982,118,484,38,2107.5,,,,537255.210925068,5305599.65512763,11.9399037024396,-70.7725674139986
minnie,537335.210925068,5305759.65512763,wood,2018,2016,65.29,33.79,86.1456,103.126,1.64415,1.79731,844.318,0.462945,118,484,38,2107.5,,,,537335.210925068,5305759.65512763,11.8446328820119,259.168649784876
minnie,537335.210925068,5305769.65512763,wood,2018,2016,72.27,35.42,84.4427,103.126,1.651,1,844.355,0.497706,118,484,38,2107.5,,,,537335.210925068,5305769.65512763,11.8333587966378,300.462123921073
minnie,537335.210925068,5305749.65512763,wood,2018,2016,61.74,31.81,90.7143,69.9057,1.44587,2,844.314,0.442368,118,484,38,2107.5,,,,537335.210925068,5305749.65512763,11.8494786827103,236.135880117716
minnie,537335.210925068,5305739.65512763,wood,2018,2016,52.84,28.28,90.7143,50.9144,1.34065,2,844.398,0.486854,118,484,38,2107.5,,,,537335.210925068,5305739.65512763,11.8622696786231,184.502919318977
minnie,537335.210925068,5305729.65512763,wood,2018,2016,11.36,31,90.7143,50.9144,1.34035,2,844.467,0.49179,118,484,38,2107.5,,,,537335.210925068,5305729.65512763,11.8609927044549,-57.4748426823073
minnie,537285.210925068,5305709.65512763,wood,2018,2016,51.31,28.97,102.956,74.6917,1.13062,1,846.577,0.505731,118,484,38,2107.5,,,,537285.210925068,5305709.65512763,11.8930006068092,169.56798939329
minnie,537285.210925068,5305719.65512763,wood,2018,2016,54.28,33.13,83.3916,74.6917,1.00645,1.05046,846.51,0.495431,118,484,38,2107.5,,,,537285.210925068,5305719.65512763,11.8791721716084,197.167793913165
minnie,537385.210925068,5305949.65512763,wood,2018,2016,58.29,41.2,97.5333,37.2109,4.45643,0,845.042,0.496511,118,489,37.25,2104.75,,,,537385.210925068,5305949.65512763,11.8531648474316,212.440265398303
minnie,537385.210925068,5305959.65512763,wood,2018,2016,68.61,36.34,97.5333,37.2109,4.35589,0,845.04,0.462164,118,489,37.25,2104.75,,,,537385.210925068,5305959.65512763,11.8545648634697,272.642497140048
minnie,537535.210925068,5305969.65512763,wood,2018,2016,59.21,,89.5307,99.5053,3.76095,1,845.733,0.530693,107,443,41,2149.25,,,,537535.210925068,5305969.65512763,11.997989005582,225.169598923145
minnie,537535.210925068,5305979.65512763,wood,2018,2016,62.42,,89.5307,99.5053,0.250771,1.05081,845.487,0.459942,107,443,41,2149.25,,,,537535.210925068,5305979.65512763,11.9964329728056,244.016330183673
minnie,537535.210925068,5305959.65512763,wood,2018,2016,66.81,,89.5307,103.173,5.54998,1,845.96,0.628525,114.239,463.108,39.9946,2131.35,,,,537535.210925068,5305959.65512763,11.9962598378045,269.831671603844
minnie,537335.210925068,5306019.65512763,wood,2018,2016,58.87,23.41,94.9376,16.74,6.0912,0,845.175,0.523134,118,489,37.25,2104.75,,,,537335.210925068,5306019.65512763,11.8598614577744,217.358605419863
minnie,537335.210925068,5305939.65512763,wood,2018,2016,38.74,37.52,96.2918,109.755,2.08005,0,844.937,0.486952,118,489,37.25,2104.75,,,,537335.210925068,5305939.65512763,11.8306715887406,98.8120575427645
minnie,537335.210925068,5305929.65512763,wood,2018,2016,37.36,32.09,96.2918,107.976,2.17165,0,844.928,0.511142,118,484.984,37.8525,2106.96,,,,537335.210925068,5305929.65512763,11.832892525297,90.8076516747056
minnie,537245.210925068,5306139.65512763,wood,2018,2016,24.93,,106.72,24.0057,1.82931,1.34188,846.987,0.508614,118,489,37.25,2104.75,,,,537245.210925068,5306139.65512763,11.9023776547082,13.4508461173033
minnie,537255.210925068,5306139.65512763,wood,2018,2016,19.21,31.09,91.1426,24.0057,1.78957,1.8007,846.815,0.520458,118,489,37.25,2104.75,,,,537255.210925068,5306139.65512763,11.8968635524525,-11.6678928745243
minnie,537245.210925068,5306119.65512763,wood,2018,2016,53.77,,97.8816,44.1817,1.7318,1.6111,846.874,0.486469,118,489,37.25,2104.75,,,,537245.210925068,5306119.65512763,11.890037098404,186.614619619177
minnie,537245.210925068,5306129.65512763,wood,2018,2016,52.33,,97.8816,44.1817,1.80935,1.04657,846.94,0.511587,118,489,37.25,2104.75,,,,537245.210925068,5306129.65512763,11.8909738568838,178.217634536233
minnie,537555.210925068,5306099.65512763,wood,2018,2016,51.17,,0,102.497,0.938005,18.7828,842.934,1.44455,107,443,41,2149.25,,,,537555.210925068,5306099.65512763,12.0622177134834,227.139413438902
minnie,537535.210925068,5306119.65512763,wood,2018,2016,33.49,,0,102.497,1.4455,12.5474,844.621,2.12616,107,443,41,2149.25,,,,537535.210925068,5306119.65512763,12.0445104024373,122.537273992088
minnie,537245.210925068,5306059.65512763,wood,2018,2016,45.63,,97.9092,52.063,1.8406,1,846.696,0.532257,118,489,37.25,2104.75,,,,537245.210925068,5306059.65512763,11.8529606165684,138.424735877152
minnie,537245.210925068,5306069.65512763,wood,2018,2016,51.53,,97.9092,52.063,1.7163,1,846.727,0.525666,118,489,37.25,2104.75,,,,537245.210925068,5306069.65512763,11.8419975134658,172.618347373074
minnie,537245.210925068,5306039.65512763,wood,2018,2016,58,,93.9361,51.4474,1.60598,1,846.611,0.503682,118,489,37.25,2104.75,,,,537245.210925068,5306039.65512763,11.8528860232563,212.676332826362
minnie,537245.210925068,5306049.65512763,wood,2018,2016,50.47,,93.9361,51.4474,1.80503,1,846.621,0.48849,118,489,37.25,2104.75,,,,537245.210925068,5306049.65512763,11.851748907897,168.755040790109
minnie,537255.210925068,5305759.65512763,wood,2018,2016,63.54,16.63,85.491,51.0057,1.40281,1.75414,847.165,0.581245,118,484,38,2107.5,,,,537255.210925068,5305759.65512763,11.8617928203648,249.716485840269
minnie,537255.210925068,5305769.65512763,wood,2018,2016,61.4,16.02,89.2819,51.0057,1.39076,1.75414,847.15,0.609126,118,484,38,2107.5,,,,537255.210925068,5305769.65512763,11.8680076040778,235.334019756124
minnie,537455.210925068,5305879.65512763,wood,2018,2016,60.39,,83.8056,52.4216,3.42336,0.852411,846.052,0.656205,118,484,38,2107.5,,,,537455.210925068,5305879.65512763,11.8755126460768,232.54556703274
minnie,537455.210925068,5305889.65512763,wood,2018,2016,63.66,,83.8056,52.4216,4.91882,0.403714,846.085,0.647207,118,484,38,2107.5,,,,537455.210925068,5305889.65512763,11.8612462854594,251.309448205983
minnie,537455.210925068,5305919.65512763,wood,2018,2016,67.72,,89.1153,52.4216,5.18256,0.802929,845.784,0.46336,118,484,38,2107.5,,,,537455.210925068,5305919.65512763,11.882064321775,272.646791749721
minnie,537455.210925068,5305929.65512763,wood,2018,2016,64.06,,89.1153,79.6257,5.37885,0.0504364,845.769,0.497441,118,484,38,2107.5,,,,537455.210925068,5305929.65512763,11.8942039258531,251.549617438984
minnie,537605.210925068,5305889.65512763,wood,2018,2016,40.96,,97.3838,107.293,3.06358,2.21178,843.989,0.491314,116,468,39.75,2127,,,,537605.210925068,5305889.65512763,13.5400000000218,133.671431956141
minnie,537375.210925068,5306089.65512763,wood,2018,2016,41.41,25.98,103.96,47.52,4.31052,0.191105,844.623,0.423916,118,489,37.25,2104.75,,,,537375.210925068,5306089.65512763,11.904417313234,111.337341723471
minnie,537375.210925068,5306079.65512763,wood,2018,2016,49.2,28.38,103.96,46.71,2.68304,0.808544,844.686,0.461229,118,489,37.25,2104.75,,,,537375.210925068,5306079.65512763,11.9034275098931,156.880697715404
minnie,537375.210925068,5306069.65512763,wood,2018,2016,53.68,32.75,101.2,45.9,0.795008,1,844.807,0.520259,118,489,37.25,2104.75,,,,537375.210925068,5306069.65512763,11.8907385148535,184.319362715331
minnie,537375.210925068,5306099.65512763,wood,2018,2016,37.24,26.21,105.967,47.52,1.89273,1.19075,844.596,0.371385,118,489,37.25,2104.75,,,,537375.210925068,5306099.65512763,11.9059257007873,85.8904017363303
minnie,537425.210925068,5305869.65512763,wood,2018,2016,66.24,48.39,95.5747,51.3205,4.45227,1,845.416,0.528231,118,484,38,2107.5,,,,537425.210925068,5305869.65512763,11.8532538877917,259.844698610176
minnie,537425.210925068,5305859.65512763,wood,2018,2016,60.58,46.35,95.5747,51.3205,4.46496,1,845.336,0.474781,118,484,38,2107.5,,,,537425.210925068,5305859.65512763,11.8580290906382,226.950029522118
minnie,537425.210925068,5305899.65512763,wood,2018,2016,71.44,40.78,95.3971,51.3205,5.00503,1,845.307,0.460855,118,484,38,2107.5,,,,537425.210925068,5305899.65512763,11.8463137881698,290.07822372048
minnie,537425.210925068,5305909.65512763,wood,2018,2016,67.41,45.9,95.3971,51.3205,4.96337,1,845.248,0.448027,118,484,38,2107.5,,,,537425.210925068,5305909.65512763,11.8476916543416,266.626083279445
minnie,537425.210925068,5305879.65512763,wood,2018,2016,65.27,49.99,95.5747,51.3205,4.7815,1.14794,845.454,0.561125,118,484,38,2107.5,,,,537425.210925068,5305879.65512763,11.8561627986929,254.257904983822
minnie,537425.210925068,5305889.65512763,wood,2018,2016,66.12,45.13,95.3971,51.3205,4.96563,1.59769,845.377,0.499577,118,484,38,2107.5,,,,537425.210925068,5305889.65512763,11.8460833028188,259.069268793823
minnie,537455.210925068,5306029.65512763,wood,2018,2016,70.24,,95.0714,91.7762,0.96604,1.25639,845.089,0.45837,118,489,37.25,2104.75,,,,537455.210925068,5306029.65512763,11.9338904558652,285.469697345992
minnie,537455.210925068,5306049.65512763,wood,2018,2016,72.46,,95.0714,91.7762,2.07528,0.256387,844.982,0.465666,118,489,37.25,2104.75,,,,537455.210925068,5306049.65512763,11.9322804133731,298.435395850609
minnie,537455.210925068,5306059.65512763,wood,2018,2016,72.6,,95.0714,91.7762,4.19963,0.399278,844.944,0.509562,118,489,37.25,2104.75,,,,537455.210925068,5306059.65512763,11.9377507648571,299.397423607963
minnie,537455.210925068,5306109.65512763,wood,2018,2016,55.65,,99.0063,93.7948,5.18089,1.74361,844.352,0.527755,116.443,482.487,37.7809,2111.05,,,,537455.210925068,5306109.65512763,11.9821458819959,198.826285120168
minnie,537595.210925068,5305889.65512763,wood,2018,2016,45.88,,97.3838,107.293,3.17466,2.85413,843.991,0.479866,116,468,39.75,2127,,,,537595.210925068,5305889.65512763,12.0684984366073,143.683908763436
minnie,537645.210925068,5305889.65512763,wood,2018,2016,50.84,,97.3838,101.051,3.92106,2,844.421,0.428583,116,468,39.75,2127,,,,537645.210925068,5305889.65512763,12.1241992103227,173.971439792473
minnie,537455.210925068,5306099.65512763,wood,2018,2016,61.73,,99.0063,93.7948,5.07399,1.74361,844.465,0.483114,118,489,37.25,2104.75,,,,537455.210925068,5306099.65512763,11.9546528513655,233.951143907043
minnie,537455.210925068,5306089.65512763,wood,2018,2016,64,,99.0063,93.7948,5.17437,1.74361,844.574,0.446903,118,489,37.25,2104.75,,,,537455.210925068,5306089.65512763,11.9504873109548,247.173301721636
minnie,537585.210925068,5305889.65512763,wood,2018,2016,52.3,,97.3838,107.293,2.71669,3,844.015,0.346978,116,468,39.75,2127,,,,537585.210925068,5305889.65512763,12.0570900549094,181.396252226884
minnie,537505.210925068,5306129.65512763,wood,2018,2016,21.35,,100.439,102.497,4.90007,2.50235,844.621,0.390261,107,443,41,2149.25,,,,537505.210925068,5306129.65512763,12.0320096063187,-3.12591206535208
minnie,537455.210925068,5306149.65512763,wood,2018,2016,8.46,,96.5742,58.995,5.0158,1,843.693,0.432327,109.82,454.794,40.0386,2137.84,,,,537455.210925068,5306149.65512763,11.9850787074722,-77.1634484516587
minnie,537515.210925068,5306129.65512763,wood,2018,2016,38.02,,100.439,102.497,5.04501,5.61027,845.36,1.28534,107,443,41,2149.25,,,,537515.210925068,5306129.65512763,12.0329788022314,95.1399341010513
minnie,537385.210925068,5305839.65512763,wood,2018,2016,52.14,27.7,95.9693,20.0534,4.20374,1,844.466,0.439196,118,484,38,2107.5,,,,537385.210925068,5305839.65512763,11.8258370351019,176.909625067212
minnie,537615.210925068,5306049.65512763,wood,2018,2016,38.42,,97.9368,102.045,3.38958,6.01415,843.514,1.52153,107,443,41,2149.25,,,,537615.210925068,5306049.65512763,12.117649702943,99.9821470798936
minnie,537375.210925068,5306139.65512763,wood,2018,2016,46.35,41.11,94.9757,51.3,2.07208,1.79557,845.273,0.551421,118,489,37.25,2104.75,,,,537375.210925068,5306139.65512763,11.945890360533,145.743895162043
minnie,537585.210925068,5306039.65512763,wood,2018,2016,25.25,,96.4468,102.926,0.38155,1.80714,843.852,0.428488,107,443,41,2149.25,,,,537585.210925068,5306039.65512763,12.0719783571685,22.3603589789929
minnie,537585.210925068,5306029.65512763,wood,2018,2016,51.95,,96.4468,102.926,0.0816533,2,844.167,0.552874,107,443,41,2149.25,,,,537585.210925068,5306029.65512763,12.0723282639693,180.111529928079
minnie,537335.210925068,5305849.65512763,wood,2018,2016,66.76,33.05,92.9826,68.8991,1.86054,1,844.649,0.524226,118,484,38,2107.5,,,,537335.210925068,5305849.65512763,11.8053324316289,263.110624826081
minnie,537335.210925068,5305819.65512763,wood,2018,2016,73.91,39.09,91.4572,51.435,1.71742,1,844.473,0.474311,118,484,38,2107.5,,,,537335.210925068,5305819.65512763,11.8143360134632,305.733765517536
minnie,537335.210925068,5305829.65512763,wood,2018,2016,78.29,34.55,91.4572,51.435,1.78727,1,844.523,0.487852,118,484,38,2107.5,,,,537335.210925068,5305829.65512763,11.8118705592499,331.138411390275
minnie,537255.210925068,5305799.65512763,wood,2018,2016,58.84,21.04,96.3281,52.2574,1.36715,1.75414,846.977,0.56716,118,484,38,2107.5,,,,537255.210925068,5305799.65512763,11.8581515291286,216.400265752116
minnie,537255.210925068,5305809.65512763,wood,2018,2016,57.02,18.92,96.3281,52.2574,1.36989,1.60261,846.962,0.588522,118,484,38,2107.5,,,,537255.210925068,5305809.65512763,11.8533705197455,205.687672519385
minnie,537585.210925068,5305939.65512763,wood,2018,2016,55.13,,80.96,89.7383,2.67621,0.803631,845.983,0.692807,116,468,39.75,2127,,,,537585.210925068,5305939.65512763,12.0548789278431,206.882377325284
minnie,537585.210925068,5305949.65512763,wood,2018,2016,64.35,,87.3117,98.9064,1.51501,0.0515636,846.051,0.672469,116,468,39.75,2127,,,,537585.210925068,5305949.65512763,12.0543351906433,257.874344865145
minnie,537585.210925068,5305959.65512763,wood,2018,2016,64.32,,87.3117,98.9064,0.115379,0.407251,845.974,0.621009,114.239,463.108,39.9946,2131.35,,,,537585.210925068,5305959.65512763,12.0644178633621,257.925069227448
minnie,537285.210925068,5305779.65512763,wood,2018,2016,72.55,36.07,85.6101,52.7699,1.4905,2,846.089,0.462916,118,484,38,2107.5,,,,537285.210925068,5305779.65512763,11.8432999623282,301.726215804402
minnie,537585.210925068,5306009.65512763,wood,2018,2016,63.31,,97.6635,101.416,0.202129,2,844.558,0.421093,107,443,41,2149.25,,,,537585.210925068,5306009.65512763,12.0763118116051,246.663021246426
minnie,537585.210925068,5305919.65512763,wood,2018,2016,25.56,,93.0663,100.354,3.03885,2,845.329,0.519019,116,468,39.75,2127,,,,537585.210925068,5305919.65512763,12.0609190912438,25.9088972121487
minnie,537585.210925068,5305929.65512763,wood,2018,2016,54.48,,93.0663,100.354,2.97998,1.80328,845.72,0.621276,116,468,39.75,2127,,,,537585.210925068,5305929.65512763,12.0566992173285,196.576571252584
minnie,537715.210925068,5305949.65512763,wood,2018,2016,57.02,,121.933,103.926,2.0338,1.41287,844.363,0.620338,116,468,39.75,2127,,,,537715.210925068,5305949.65512763,12.204409729165,198.990147080485
minnie,537535.210925068,5306039.65512763,wood,2018,2016,42.97,,99.0316,113.842,0.970494,2.06774,844.271,0.3618,107,443,41,2149.25,,,,537535.210925068,5306039.65512763,12.0183174987376,124.85076128715
minnie,537535.210925068,5306029.65512763,wood,2018,2016,46.21,,98.5817,104.469,0.714419,2.05035,844.521,0.453343,107,443,41,2149.25,,,,537535.210925068,5306029.65512763,11.9947222215969,143.787677699803
minnie,537535.210925068,5306019.65512763,wood,2018,2016,45.77,,98.5817,104.469,0.657828,2,844.577,0.356989,107,443,41,2149.25,,,,537535.210925068,5306019.65512763,12.0244013143532,141.680432692182
minnie,537535.210925068,5305949.65512763,wood,2018,2016,69.79,,89.5307,103.173,4.44571,0.196018,846,0.601429,116,468,39.75,2127,,,,537535.210925068,5305949.65512763,11.9796639738656,286.947411370728
minnie,537425.210925068,5306079.65512763,wood,2018,2016,62.5,35.49,83.5107,51.5862,6.08264,1.25463,844.989,0.6287,118,489,37.25,2104.75,,,,537425.210925068,5306079.65512763,11.9417896652836,246.50710708306
minnie,537425.210925068,5306069.65512763,wood,2018,2016,54.76,25.1,89.3058,51.5862,2.55519,1.04884,845.185,0.614768,118,489,37.25,2104.75,,,,537425.210925068,5306069.65512763,11.9357619475771,197.903925205345
minnie,537285.210925068,5305959.65512763,wood,2018,2016,47.15,37.18,94.1275,51.8535,1.46221,1.80433,845.779,0.460814,118,489,37.25,2104.75,,,,537285.210925068,5305959.65512763,11.8442189320255,149.169427928651
minnie,537285.210925068,5305969.65512763,wood,2018,2016,43.91,34.62,94.1275,51.8535,1.57054,1,845.76,0.444566,118,489,37.25,2104.75,,,,537285.210925068,5305969.65512763,11.8448636969424,130.300312076802
minnie,537285.210925068,5305979.65512763,wood,2018,2016,47.47,38.46,94.8129,51.8535,1.64061,1,845.777,0.462476,118,489,37.25,2104.75,,,,537285.210925068,5305979.65512763,11.847417814968,150.720677974898
minnie,537285.210925068,5305989.65512763,wood,2018,2016,50.02,37.07,94.8129,45.09,1.63809,1,845.791,0.474371,118,489,37.25,2104.75,,,,537285.210925068,5305989.65512763,11.8508619181498,165.6445895279
minnie,537335.210925068,5305789.65512763,wood,2018,2016,70.12,42.56,84.4427,96.1708,1.82204,1,844.393,0.486044,118,484,38,2107.5,,,,537335.210925068,5305789.65512763,11.8100693123119,287.350692250591
minnie,537335.210925068,5305799.65512763,wood,2018,2016,69.03,43.97,91.4572,96.1708,1.75213,1,844.446,0.512639,118,484,38,2107.5,,,,537335.210925068,5305799.65512763,11.8085088339097,277.205016187196
minnie,537335.210925068,5305779.65512763,wood,2018,2016,62.64,36.04,84.4427,103.126,1.66546,1,844.354,0.474617,118,484,38,2107.5,,,,537335.210925068,5305779.65512763,11.8249356118922,244.195274025175
minnie,537285.210925068,5306039.65512763,wood,2018,2016,75.22,31.89,94.8129,21.06,1.58051,1.65525,845.807,0.487667,118,489,37.25,2104.75,,,,537285.210925068,5306039.65512763,11.8545712429992,312.645150687295
minnie,537285.210925068,5306029.65512763,wood,2018,2016,65.15,28.2,94.8129,21.06,1.55202,1.14544,845.821,0.504788,118,489,37.25,2104.75,,,,537285.210925068,5306029.65512763,11.8519720104969,253.868898603342
minnie,537285.210925068,5306079.65512763,wood,2018,2016,54.8,31.54,101.284,38.1926,1.63666,1.04741,845.685,0.479741,118,489,37.25,2104.75,,,,537285.210925068,5306079.65512763,11.8827671442804,190.662207664072
minnie,537285.210925068,5306089.65512763,wood,2018,2016,47.91,33.35,101.284,34.9337,1.64957,1.24761,845.712,0.482058,118,489,37.25,2104.75,,,,537285.210925068,5306089.65512763,11.8817438647473,150.401087382393
minnie,537285.210925068,5306099.65512763,wood,2018,2016,45.9,37.37,104.608,41.8743,1.61108,1.24761,845.728,0.47765,118,489,37.25,2104.75,,,,537285.210925068,5306099.65512763,11.8745224532002,136.756572019575
minnie,537285.210925068,5306109.65512763,wood,2018,2016,41.86,34.49,104.608,41.8743,1.59976,1.20047,845.735,0.46559,118,489,37.25,2104.75,,,,537285.210925068,5306109.65512763,11.8728578197331,113.146415695372
minnie,537285.210925068,5306119.65512763,wood,2018,2016,41.3,34.15,105.294,52.6009,1.6195,1,845.737,0.448151,118,489,37.25,2104.75,,,,537285.210925068,5306119.65512763,11.8807720360324,109.626588843122
minnie,537285.210925068,5306129.65512763,wood,2018,2016,47.24,31.68,105.294,50.139,1.68926,1.04697,845.752,0.437879,118,489,37.25,2104.75,,,,537285.210925068,5306129.65512763,11.888918246762,144.455341504041
minnie,537285.210925068,5306139.65512763,wood,2018,2016,47.4,37.99,99.5693,50.139,1.8232,1.20073,845.796,0.44952,118,489,37.25,2104.75,,,,537285.210925068,5306139.65512763,11.8915844682838,148.511327649127
minnie,537285.210925068,5306159.65512763,wood,2018,2016,10.97,34.51,99.0996,50.8183,1.84141,1,845.902,0.456214,118,489,37.25,2104.75,,,,537285.210925068,5306159.65512763,11.8399999999814,-64.3380283109946
minnie,537315.210925068,5306169.65512763,wood,2018,2016,29.64,4.29,99.0996,50.8183,3.2199,0.390424,845.612,0.413603,118,489,37.25,2104.75,,,,537315.210925068,5306169.65512763,11.9411777602107,45.5000423498014
minnie,537375.210925068,5306049.65512763,wood,2018,2016,52.1,37.65,96.922,0,4.50005,0.0485458,844.943,0.500327,118,489,37.25,2104.75,,,,537375.210925068,5306049.65512763,11.8831571870671,177.242768725191
minnie,537375.210925068,5306039.65512763,wood,2018,2016,59.59,30.9,96.922,0,4.34884,0.203541,844.969,0.470394,118,489,37.25,2104.75,,,,537375.210925068,5306039.65512763,11.8857892474338,221.048207539236
minnie,537685.210925068,5305929.65512763,wood,2018,2016,6.3,,92.2452,98.9674,1.77832,1.21554,844.988,0.509928,116,468,39.75,2127,,,,537685.210925068,5305929.65512763,12.1726742583141,-87.1187762853361
minnie,537685.210925068,5305899.65512763,wood,2018,2016,49.96,,104.782,101.655,2.17013,2,844.646,0.566278,116,468,39.75,2127,,,,537685.210925068,5305899.65512763,12.1635768066461,165.464614741372
